ID	Document
D9823	web requete recherche information texte utilisateur index moteur systeme resultat rappel precision
D9824	utilisateur requete moteur inverse resultat recherche information texte terme rappel web
D9825	collection document information systeme pertinent inverse resultat indexation web requete
D9826	document moteur inverse collection resultat index classement systeme web utilisateur recherche
D9827	document web inverse indexation rappel index
D9828	collection index resultat precision web pertinent recherche
D9829	information pertinent index algorithme texte collection requete web utilisateur inverse classement recherche
D9830	inverse moteur systeme pertinent web algorithme utilisateur indexation
D9831	requete algorithme document classement information indexation systeme texte recherche pertinent collection
D9832	pertinent utilisateur web information systeme recherche algorithme rappel indexation requete inverse document
D9833	utilisateur document algorithme rappel inverse systeme classement collection pertinent
D9834	index document information collection pertinent
D9835	rappel document utilisateur web pertinent recherche inverse collection index moteur classement
D9836	texte index pertinent utilisateur indexation moteur rappel
D9837	moteur requete algorithme indexation terme information precision
D9838	rappel utilisateur pertinent information indexation moteur recherche algorithme
D9839	terme indexation texte recherche rappel index algorithme collection moteur pertinent information utilisateur
D9840	recherche web inverse resultat classement moteur systeme texte
D9841	systeme requete indexation rappel collection document
D9842	information utilisateur index inverse recherche terme classement
D9843	indexation inverse information terme recherche resultat moteur algorithme requete document texte
